,pval,edition,source,sourcefile,status,numseqs,pmid,dbd,family,description,species,cellline,entrez,symbol,synonym,refseq,cluster,comment2,comment2.1,comment3,comment4,comment5,datasetid,zscore,seqfactors,seqdbds,seqdatasetid,nmotifs,pssm
MC00373|Mxi1,2.299241749634187e-05,,Cistrome,,18,,None,Helix-Loop-Helix Family,,Max interacting protein 1,Mus Musculus,MEL,17859,Mxi1,,NM_001008542|NM_001008543|NM_010847,,,,,,,3566(2/2),-47.1769,(1) Myc|(2) denovo|(3) denovo|(4) Myc|(5) Mycn|(6) USF1|(7) USF2|(8) N-Myc|(9) PIF1|(10) Arnt|(11) CBF1|(12) denovo|(13) CLOCK::ARNTL|(14) Max|(15) bHLH66|(16) PHO4|(17) MYC|(18) PHO4|(19) HAC1|(20) MYC|(21) USF1|(22) MYC|(23) ARNT|(24) TAF-1|(25) OCSBF-1|(26) TAF-1|(27) HIF1A|(28) RITA-1|(29) c-Myc|(30) c-Myc|(31) Ebox|(32) CBF1|(33) HBP-1a|(34) MYC::MAX|(35) CPRF-2|(36) CPRF-1|(37) PIF3|(38) CPRF-2|(39) GBP|(40) EmBP-1|(41) TCF4|(42) TGA1a|(43) HY5|(44) Stra13|(45) PIF3|(46) CPRF-1|(47) USF1|(48) CPRF-3|(49) USF1|(50) ARNT|(51) TFEB|(52) CPRF-3|(53) EPAS1|(54) CBF1|(55) HIF1|(56) Opaque-2|(57) ABF|(58) CG1|(59) USF1|(60) ARNT|(61) Rtg3|(62) Tcfe2a|(63) ABZ1|(66) EmBP-1b|(67) CBF1 dimer|(68) CBF1|(69) CBF1|(70) SREBF1|(71) Bhlhb2|(74) Tye7|(76) ABF1|(79) PTEN|(80) GBF,(1) Helix-Loop-Helix Family|(2)|(3)|(4) Helix-Loop-Helix Family|(5) Helix-Loop-Helix Family|(6) Helix-Loop-Helix Family|(7) Helix-Loop-Helix Family|(8)|(9)|(10) Helix-Loop-Helix Family|(11)|(12)|(13) Helix-Loop-Helix Family|(14) Helix-Loop-Helix Family|(15)|(16)|(17) Helix-Loop-Helix Family|(18)|(19)|(20) Helix-Loop-Helix Family|(21) Helix-Loop-Helix Family|(22) Helix-Loop-Helix Family|(23) Helix-Loop-Helix Family|(24)|(25)|(26)|(27) Helix-Loop-Helix Family|(28)|(29)|(30)|(31)|(32)|(33)|(34) Helix-Loop-Helix Family|(35)|(36)|(37)|(38)|(39)|(40)|(41) Helix-Loop-Helix Family|(42)|(43)|(44)|(45)|(46)|(47) Helix-Loop-Helix Family|(48)|(49) Helix-Loop-Helix Family|(50) Helix-Loop-Helix Family|(51) Helix-Loop-Helix Family|(52)|(53) Helix-Loop-Helix Family|(54)|(55)|(56)|(57)|(58)|(59) Helix-Loop-Helix Family|(60) Helix-Loop-Helix Family|(61)|(62)|(63)|(66)|(67)|(68)|(69)|(70) Helix-Loop-Helix Family|(71) Helix-Loop-Helix Family|(74)|(76)|(79)|(80),,73.0,"[[[0.240, 0.140, 0.413, 0.207], [0.166, 0.751, 0.071, 0.012], [0.017, 0.972, 0.006, 0.005], [0.851, 0.004, 0.106, 0.040], [0.013, 0.895, 0.002, 0.089], [0.038, 0.005, 0.951, 0.006], [0.007, 0.018, 0.005, 0.970], [0.007, 0.008, 0.968, 0.017], [0.080, 0.498, 0.222, 0.199], [0.142, 0.138, 0.371, 0.349]]]"
MC00457|ELF1,2.5126992324040867e-05,,Cistrome,,16,,None,Ets Domain Family,,E74-like factor 1 (ets domain transcription factor),Homo Sapiens,K562,1997,ELF1,,NM_001145353|NM_172373,,,,,,,2779(2/2),-56.1452,(1) GABP|(2) denovo|(3) denovo|(4) denovo|(5) denovo|(6) denovo|(7) denovo|(8) EHF|(9) ELK4|(10) NRF-2/GABP|(11) c-Ets-1 68|(12) ELK4|(13) GABPA|(14) Elk-1|(15) ERG|(16) denovo|(17) Elk-1|(18) Ets1|(19) Elk-1|(20) PEA3|(21) ELK1|(22) FLI1|(23) CAT8|(24) STAT1|(25) NR2C2|(26) FEV|(27) YER184C|(28) denovo|(29) ETV7|(30) Ets1|(31) denovo|(32) GABP-alpha|(33) Ets|(34) Ets|(35) Elk-1|(38) SPI1,(1)|(2)|(3)|(4)|(5)|(6)|(7)|(8) Ets Domain Family|(9) Ets Domain Family|(10)|(11)|(12) Ets Domain Family|(13) Ets Domain Family|(14)|(15) Ets Domain Family|(16)|(17)|(18) Ets Domain Family|(19)|(20)|(21) Ets Domain Family|(22) Ets Domain Family|(23)|(24) Stat Protein Family|(25) Hormone-nuclear Receptor Family|(26) Ets Domain Family|(27)|(28)|(29) Ets Domain Family|(30) Ets Domain Family|(31)|(32)|(33)|(34)|(35)|(38) Ets Domain Family,,36.0,"[[[0.049, 0.653, 0.161, 0.137], [0.660, 0.040, 0.257, 0.043], [0.000, 0.931, 0.011, 0.057], [0.005, 0.000, 0.002, 0.993], [0.001, 0.001, 0.000, 0.998], [0.002, 0.997, 0.000, 0.001], [0.001, 0.999, 0.000, 0.000], [0.000, 0.001, 0.880, 0.119], [0.001, 0.200, 0.770, 0.028], [0.069, 0.281, 0.431, 0.220], [0.118, 0.198, 0.161, 0.523], [0.085, 0.374, 0.176, 0.366]]]"
MC00130|Pparg,2.5126992324040867e-05,,Cistrome,,16,,22028663,Hormone-nuclear Receptor Family,,peroxisome proliferator activated receptor gamma,Mus Musculus,3T3-L1,19016,Pparg,,NM_001127330|NM_011146,,,,,,,5567(13/13),-46.2965,(1) denovo|(2) denovo|(3) Nr1h2::Rxra|(4) denovo|(7) PPARA|(8) NR2F6|(9) TCF12,(1)|(2)|(3) Hormone-nuclear Receptor Family|(4)|(7) Hormone-nuclear Receptor Family|(8) Hormone-nuclear Receptor Family|(9) Helix-Loop-Helix Family,,7.0,"[[[0.582, 0.026, 0.091, 0.300], [0.077, 0.400, 0.459, 0.064], [0.050, 0.143, 0.095, 0.712], [0.453, 0.015, 0.514, 0.018], [0.086, 0.002, 0.814, 0.098], [0.150, 0.023, 0.816, 0.010], [0.131, 0.168, 0.453, 0.249], [0.070, 0.656, 0.214, 0.060], [0.899, 0.025, 0.043, 0.033], [0.539, 0.055, 0.340, 0.066], [0.748, 0.010, 0.234, 0.008], [0.048, 0.006, 0.925, 0.021], [0.086, 0.014, 0.783, 0.117], [0.059, 0.115, 0.363, 0.463], [0.096, 0.582, 0.133, 0.189], [0.695, 0.102, 0.123, 0.080]]]"
M00115|CNTN2::CREB1,2.6934551044407576e-05,,Transfac,,4,,8264613,Leucine zipper Family,,contactin 2 (axonal)|cAMP responsive element binding protein 1,Homo Sapiens,,6900|1385,CNTN2::CREB1,,NM_005076|NM_004379|NM_134442,387.0,,,,,,,,,,,,"[[[0.580, 0.010, 0.400, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.970, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.200, 0.010, 0.780], [0.780, 0.200, 0.010, 0.010], [0.010, 0.600, 0.010, 0.380], [0.010, 0.970, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.800, 0.010, 0.180], [0.200, 0.780, 0.010, 0.010]]]"
MC00140|Stat3,2.8059857712289556e-05,,Cistrome,,16,,20962846,Stat Protein Family,,signal transducer and activator of transcription 3,Mus Musculus,CD4+,20848,Stat3,,NM_011486|NM_213659|NM_213660,,,,,,,1748(9/22),-35.775999999999996,(1) STAT3|(2) denovo|(3) Stat3|(4) STATx|(5) denovo|(6) STAT1|(7) STAT1|(8) STAT3|(18) STAT5A|(20) STAT3|(28) STAT5B|(36) NR2C2,(1) Stat Protein Family|(2)|(3) Stat Protein Family|(4)|(5)|(6) Stat Protein Family|(7) Stat Protein Family|(8) Stat Protein Family|(18) Stat Protein Family|(20) Stat Protein Family|(28) Stat Protein Family|(36) Hormone-nuclear Receptor Family,,12.0,"[[[0.169, 0.335, 0.239, 0.257], [0.144, 0.337, 0.154, 0.365], [0.105, 0.407, 0.288, 0.200], [0.342, 0.217, 0.227, 0.215], [0.113, 0.349, 0.204, 0.334], [0.006, 0.009, 0.006, 0.978], [0.006, 0.008, 0.036, 0.950], [0.081, 0.903, 0.006, 0.009], [0.004, 0.937, 0.008, 0.050], [0.135, 0.446, 0.011, 0.409], [0.359, 0.023, 0.608, 0.010], [0.045, 0.037, 0.704, 0.214], [0.549, 0.387, 0.015, 0.048], [0.809, 0.053, 0.045, 0.092], [0.275, 0.179, 0.381, 0.165], [0.148, 0.303, 0.214, 0.336]]]"
MS00327|MAFG,2.8955631729366667e-05,,SELEX,,9,,23332764,Leucine Zipper Family,,v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian),Homo Sapiens,293FT,4097,MAFG,,NM_002359|NM_032711,,,,,,,,,,,,,"[[[0.441, 0.120, 0.192, 0.247], [0.485, 0.071, 0.106, 0.338], [0.406, 0.125, 0.114, 0.355], [0.296, 0.171, 0.225, 0.308], [0.056, 0.170, 0.021, 0.753], [0.010, 0.011, 0.969, 0.010], [0.100, 0.862, 0.010, 0.028], [0.068, 0.080, 0.022, 0.830], [0.046, 0.024, 0.812, 0.118], [0.864, 0.049, 0.019, 0.068], [0.081, 0.391, 0.442, 0.086], [0.058, 0.016, 0.067, 0.859], [0.121, 0.789, 0.033, 0.057], [0.791, 0.023, 0.104, 0.082], [0.023, 0.010, 0.883, 0.084], [0.010, 0.955, 0.024, 0.011], [0.689, 0.018, 0.220, 0.073], [0.325, 0.187, 0.158, 0.330], [0.410, 0.092, 0.145, 0.353], [0.401, 0.101, 0.092, 0.406], [0.269, 0.177, 0.119, 0.435]]]"
MS00684|RARG,2.9506025905669084e-05,,SELEX,,9,,23332764,Hormone-nuclear Receptor Family,,"retinoic acid receptor, gamma",Homo Sapiens,FT293,5916,RARG,,NM_000966|NM_001042728,,,,,,,,,,,,,"[[[0.495, 0.119, 0.348, 0.038], [0.761, 0.033, 0.196, 0.010], [0.025, 0.023, 0.942, 0.010], [0.010, 0.010, 0.850, 0.130], [0.042, 0.026, 0.074, 0.858], [0.039, 0.893, 0.028, 0.040], [0.914, 0.010, 0.066, 0.010], [0.462, 0.246, 0.055, 0.237], [0.066, 0.374, 0.311, 0.249], [0.435, 0.128, 0.158, 0.279], [0.375, 0.171, 0.412, 0.042], [0.679, 0.065, 0.243, 0.013], [0.026, 0.151, 0.797, 0.026], [0.015, 0.015, 0.792, 0.178], [0.037, 0.051, 0.055, 0.857], [0.052, 0.818, 0.089, 0.041], [0.900, 0.037, 0.052, 0.011]]]"
M01248|NR0B1,3.0636673483044964e-05,,Transfac,,4,,18358816,Hormone-nuclear Receptor Family,,"nuclear receptor subfamily 0, group B, member 1",Homo Sapiens,,190,NR0B1,AHC AHCH AHX DAX-1 DAX1 DSS GTD HHG NROB1,NM_000475,154.0,,,,,,,,,,,,"[[[0.320, 0.190, 0.350, 0.140], [0.390, 0.270, 0.240, 0.100], [0.430, 0.060, 0.340, 0.170], [0.170, 0.270, 0.400, 0.160], [0.260, 0.240, 0.230, 0.270], [0.140, 0.240, 0.350, 0.270], [0.190, 0.450, 0.270, 0.090], [0.840, 0.010, 0.140, 0.010], [0.950, 0.010, 0.030, 0.010], [0.050, 0.010, 0.930, 0.010], [0.010, 0.010, 0.960, 0.020], [0.040, 0.110, 0.020, 0.830], [0.010, 0.870, 0.110, 0.010], [0.770, 0.040, 0.010, 0.180], [0.170, 0.370, 0.330, 0.130], [0.290, 0.310, 0.210, 0.190], [0.170, 0.210, 0.310, 0.310], [0.210, 0.200, 0.280, 0.310], [0.230, 0.320, 0.200, 0.250], [0.290, 0.320, 0.220, 0.170]]]"
UP00412|Etv5,3.1022585523776114e-05,,UniPROBE,,9,,19443739,Ets Domain Family,,ets variant gene 5,Mus Musculus,,104156,Etv5,1110005E01Rik 8430401F14Rik ERM,NM_023794,40.0,,,,,,,,,,,,"[[[0.164, 0.479, 0.235, 0.122], [0.298, 0.128, 0.251, 0.323], [0.305, 0.353, 0.141, 0.201], [0.506, 0.209, 0.109, 0.176], [0.756, 0.019, 0.215, 0.010], [0.010, 0.808, 0.035, 0.147], [0.342, 0.010, 0.010, 0.638], [0.012, 0.010, 0.010, 0.968], [0.010, 0.970, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.010, 0.938, 0.042], [0.010, 0.042, 0.938, 0.010], [0.178, 0.143, 0.023, 0.656], [0.278, 0.235, 0.219, 0.268], [0.225, 0.276, 0.212, 0.287], [0.193, 0.385, 0.191, 0.231]]]"
MA0073|RREB1,3.27146438994492e-05,,JASPAR,,6,,8816445,BetaBetaAlpha-zinc finger Family,,ras responsive element binding protein 1,Homo Sapiens,,6239,RREB1,FINB HNT LZ321 RREB-1 Zep-1,NM_001003698|NM_001003699|NM_001003700|NM_001168344,366.0,,,,,,,,,,,,"[[[0.273, 0.707, 0.010, 0.010], [0.091, 0.889, 0.010, 0.010], [0.273, 0.707, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.616, 0.364, 0.010, 0.010], [0.798, 0.182, 0.010, 0.010], [0.707, 0.273, 0.010, 0.010], [0.364, 0.545, 0.010, 0.081], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.364, 0.616, 0.010, 0.010], [0.091, 0.889, 0.010, 0.010], [0.273, 0.707, 0.010, 0.010], [0.364, 0.535, 0.091, 0.010], [0.182, 0.798, 0.010, 0.010], [0.364, 0.455, 0.010, 0.171], [0.364, 0.455, 0.091, 0.090], [0.364, 0.545, 0.010, 0.081], [0.091, 0.626, 0.273, 0.010], [0.364, 0.364, 0.182, 0.090]]]"
M00085|ZBTB6,3.536236439845834e-05,,Transfac,,4,,7958847,BetaBetaAlpha-zinc finger Family,,zinc finger and BTB domain containing 6,Homo Sapiens,,10773,ZBTB6,ZID ZNF482,NM_006626,91.0,,,,,,,,,,,,"[[[0.086, 0.343, 0.257, 0.314], [0.057, 0.143, 0.790, 0.010], [0.029, 0.010, 0.886, 0.075], [0.010, 0.970, 0.010, 0.010], [0.029, 0.010, 0.010, 0.951], [0.010, 0.970, 0.010, 0.010], [0.086, 0.429, 0.029, 0.456], [0.914, 0.029, 0.029, 0.028], [0.010, 0.086, 0.229, 0.675], [0.029, 0.657, 0.200, 0.114], [0.657, 0.010, 0.200, 0.133], [0.010, 0.429, 0.010, 0.551], [0.114, 0.743, 0.057, 0.086]]]"
MS00111|NFKB2,3.916873332238875e-05,,SELEX,,9,,23332764,Rel Homology Region Family,,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),Homo Sapiens,E.Coli,4791,NFKB2,,NM_001077493|NM_001077494|NM_002502,,,,,,,,,,,,,"[[[0.428, 0.208, 0.196, 0.168], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.946, 0.034], [0.159, 0.010, 0.772, 0.059], [0.772, 0.090, 0.079, 0.059], [0.460, 0.010, 0.010, 0.520], [0.080, 0.095, 0.074, 0.751], [0.062, 0.792, 0.010, 0.136], [0.020, 0.960, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.117, 0.255, 0.168, 0.460]]]"
MC00339|NFE2L2,3.977819194476114e-05,,Cistrome,,20,,,Leucine Zipper Family,,nuclear factor (erythroid-derived 2)-like 2,Homo Sapiens,"GM11992, GM12763",4780,NFE2L2,NRF2,NM_001145412|NM_001145413|NM_006164,192.0,,,,,,6322(2/4),-21.7092,(0) denovo (1) denovo (2) denovo (3) denovo (4) denovo (5) NFE2 Nfe2 (6) NFE2L2 Nfe2l2 (7) FOS (8) MAF Maf (9) SMARCC1 (10) SMARCA4 (11) JUN Jun (12) SMARCB1 (13) denovo (14) BCL11A (15) JUND (16) FOSL2 (17) FOSL1 Fosl1 (18) denovo (19) BACH1 Bach1 (20) denovo (21) BACH2 Bach2 (22) denovo,(0)  (1)  (2)  (3)  (4)  (5) Leucine zipper Family (bZIP) (6) Leucine zipper Family (bZIP) (7) Leucine zipper Family (bZIP) (8) Leucine zipper Family (bZIP) (9)  (10)  (11) Leucine zipper Family (bZIP) (12)  (13)  (14) BetaBetaAlpha-zinc finger Family (zf-C2H2) (15) Leucine zipper Family (bZIP) (16) Leucine Zipper Family (bZIP) (17) Leucine zipper Family (bZIP) (18)  (19) Leucine zipper Family (bZIP) (20)  (21) Leucine zipper Family (bZIP) (22),,23.0,"[[[0.413, 0.122, 0.233, 0.233], [0.407, 0.180, 0.186, 0.227], [0.366, 0.163, 0.157, 0.314], [0.180, 0.349, 0.256, 0.215], [0.064, 0.064, 0.012, 0.861], [0.012, 0.023, 0.942, 0.023], [0.029, 0.936, 0.023, 0.012], [0.029, 0.070, 0.012, 0.889], [0.023, 0.029, 0.901, 0.046], [0.831, 0.023, 0.012, 0.134], [0.017, 0.122, 0.843, 0.017], [0.000, 0.017, 0.023, 0.959], [0.023, 0.942, 0.012, 0.023], [0.971, 0.012, 0.012, 0.006], [0.006, 0.407, 0.046, 0.541], [0.099, 0.238, 0.355, 0.308], [0.087, 0.331, 0.372, 0.209], [0.128, 0.256, 0.122, 0.494], [0.192, 0.215, 0.384, 0.209]]]"
UP00040|Irf5,4.283046481752582e-05,,UniPROBE,,9,,19443739,Interferon Regulatory Factor,,interferon regulatory factor 5,Mus Musculus,,27056,Irf5,AW491843 mirf5,NM_012057,174.0,,,,,,,,,,,,"[[[0.338, 0.194, 0.194, 0.274], [0.280, 0.186, 0.200, 0.334], [0.357, 0.160, 0.279, 0.204], [0.500, 0.070, 0.167, 0.263], [0.833, 0.023, 0.085, 0.059], [0.145, 0.435, 0.041, 0.379], [0.016, 0.944, 0.010, 0.030], [0.014, 0.010, 0.966, 0.010], [0.970, 0.010, 0.010, 0.010], [0.894, 0.010, 0.010, 0.086], [0.970, 0.010, 0.010, 0.010], [0.011, 0.966, 0.013, 0.010], [0.016, 0.532, 0.010, 0.442], [0.462, 0.120, 0.237, 0.181], [0.393, 0.224, 0.230, 0.153]]]"
MC00407|Myc,4.5681486291926735e-05,,Cistrome,,20,,None,Helix-Loop-Helix Family,,myelocytomatosis oncogene,Mus Musculus,CH12,17869,Myc,,NM_001177352|NM_001177353|NM_001177354|NM_010849,,,,,,,3543(2/2),-44.9248,(1) Myc|(2) Mycn|(3) denovo|(4) denovo|(5) PHO4|(6) Max|(7) MYC|(8) USF1|(9) N-Myc|(10) PIF1|(11) denovo|(12) CBF1|(13) USF1|(14) Myc|(15) c-Myc|(16) c-Myc|(17) MYC|(18) bHLH66|(19) Arnt|(20) CLOCK::ARNTL|(21) MYC|(22) PHO4|(23) MYC::MAX|(24) CBF1|(25) HAC1|(26) denovo|(27) USF2|(28) Ebox|(29) CPRF-1|(30) TAF-1|(31) ARNT|(32) PIF3|(33) HBP-1a|(34) EmBP-1|(35) TAF-1|(36) TCF4|(37) denovo|(38) RITA-1|(39) USF1|(40) CPRF-1|(41) USF1|(42) GBP|(43) HIF1A|(44) USF1|(45) HY5|(46) CPRF-2|(47) CPRF-2|(48) OCSBF-1|(49) ABF|(50) TFEB|(51) PIF3|(52) CG1|(53) CBF1|(54) CPRF-3|(55) TGA1a|(56) CPRF-3|(57) Stra13|(58) Opaque-2|(59) EmBP-1b|(60) Tcfe2a|(64) ARNT|(65) ABZ1|(66) Rtg3|(67) HIF1|(71) ABF1|(72) CBF1 dimer|(73) CBF1|(74) ABF1|(77) GBF|(78) ARNT|(79) EPAS1|(80) Tye7|(82) SREBF1|(83) CBF1|(86) PTEN,(1) Helix-Loop-Helix Family|(2) Helix-Loop-Helix Family|(3)|(4)|(5)|(6) Helix-Loop-Helix Family|(7) Helix-Loop-Helix Family|(8) Helix-Loop-Helix Family|(9)|(10)|(11)|(12)|(13) Helix-Loop-Helix Family|(14) Helix-Loop-Helix Family|(15)|(16)|(17) Helix-Loop-Helix Family|(18)|(19) Helix-Loop-Helix Family|(20) Helix-Loop-Helix Family|(21) Helix-Loop-Helix Family|(22)|(23) Helix-Loop-Helix Family|(24)|(25)|(26)|(27) Helix-Loop-Helix Family|(28)|(29)|(30)|(31) Helix-Loop-Helix Family|(32)|(33)|(34)|(35)|(36) Helix-Loop-Helix Family|(37)|(38)|(39) Helix-Loop-Helix Family|(40)|(41) Helix-Loop-Helix Family|(42)|(43) Helix-Loop-Helix Family|(44) Helix-Loop-Helix Family|(45)|(46)|(47)|(48)|(49)|(50) Helix-Loop-Helix Family|(51)|(52)|(53)|(54)|(55)|(56)|(57)|(58)|(59)|(60)|(64) Helix-Loop-Helix Family|(65)|(66)|(67)|(71)|(72)|(73)|(74)|(77)|(78) Helix-Loop-Helix Family|(79) Helix-Loop-Helix Family|(80)|(82) Helix-Loop-Helix Family|(83)|(86),,75.0,"[[[0.431, 0.292, 0.143, 0.133], [0.188, 0.302, 0.464, 0.046], [0.015, 0.983, 0.000, 0.002], [0.987, 0.003, 0.009, 0.001], [0.004, 0.952, 0.003, 0.041], [0.182, 0.001, 0.813, 0.004], [0.048, 0.118, 0.001, 0.834], [0.001, 0.003, 0.977, 0.019], [0.006, 0.059, 0.826, 0.109], [0.171, 0.453, 0.095, 0.281]]]"
MS00533|LBX2,4.6957430420564903e-05,,SELEX,,9,,23332764,Homeodomain Family,,ladybird homeobox 2,Homo Sapiens,293FT,85474,LBX2,,NM_001009812,,,,,,,,,,,,,"[[[0.184, 0.531, 0.224, 0.061], [0.062, 0.090, 0.141, 0.707], [0.145, 0.364, 0.309, 0.182], [0.319, 0.019, 0.593, 0.069], [0.806, 0.065, 0.089, 0.040], [0.235, 0.337, 0.176, 0.252], [0.029, 0.514, 0.343, 0.114], [0.043, 0.217, 0.109, 0.631], [0.572, 0.071, 0.286, 0.071], [0.682, 0.010, 0.231, 0.077], [0.010, 0.125, 0.188, 0.677], [0.010, 0.136, 0.182, 0.672], [0.869, 0.010, 0.111, 0.010]]]"
MS00331|MAFK,5.336969904506986e-05,,SELEX,,9,,23332764,Leucine Zipper Family,,v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian),Homo Sapiens,293FT,7975,MAFK,,NM_002360,,,,,,,,,,,,,"[[[0.373, 0.122, 0.249, 0.256], [0.086, 0.022, 0.027, 0.865], [0.010, 0.016, 0.964, 0.010], [0.111, 0.858, 0.010, 0.021], [0.125, 0.082, 0.036, 0.757], [0.094, 0.065, 0.703, 0.138], [0.876, 0.048, 0.014, 0.062], [0.130, 0.303, 0.384, 0.183], [0.059, 0.012, 0.097, 0.832], [0.177, 0.726, 0.038, 0.059], [0.747, 0.029, 0.095, 0.129], [0.029, 0.010, 0.834, 0.127], [0.010, 0.925, 0.039, 0.026], [0.455, 0.019, 0.458, 0.068], [0.320, 0.177, 0.205, 0.298]]]"
MS00386|FOXO6,5.77441754613695e-05,,SELEX,,9,,23332764,Forkhead Domain Family,,forkhead box O6,Homo Sapiens,293FT,100132074,FOXO6,,XM_002342102|XM_002346379,,,,,,,,,,,,,"[[[0.098, 0.081, 0.121, 0.700], [0.103, 0.037, 0.034, 0.826], [0.015, 0.022, 0.025, 0.938], [0.010, 0.967, 0.010, 0.013], [0.010, 0.970, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.963, 0.010, 0.017], [0.970, 0.010, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.969, 0.010, 0.011, 0.010], [0.051, 0.918, 0.014, 0.017], [0.127, 0.038, 0.794, 0.041], [0.623, 0.198, 0.065, 0.114], [0.081, 0.740, 0.111, 0.068]]]"
MS00102|MYBL2,6.474971828863089e-05,,SELEX,,9,,23332764,Myb Domain Family,,v-myb myeloblastosis viral oncogene homolog (avian)-like 2,Homo Sapiens,293FT,4605,MYBL2,,NM_002466,,,,,,,,,,,,,"[[[0.844, 0.016, 0.126, 0.014], [0.806, 0.023, 0.067, 0.104], [0.030, 0.950, 0.010, 0.010], [0.015, 0.417, 0.496, 0.072], [0.010, 0.010, 0.970, 0.010], [0.112, 0.077, 0.018, 0.793], [0.010, 0.026, 0.010, 0.954], [0.950, 0.010, 0.030, 0.010], [0.760, 0.114, 0.066, 0.060], [0.010, 0.950, 0.010, 0.030], [0.071, 0.391, 0.420, 0.118], [0.087, 0.096, 0.642, 0.175], [0.241, 0.262, 0.033, 0.464], [0.089, 0.341, 0.017, 0.553]]]"
MS00844|ELK3,6.513976803587824e-05,,SELEX,,9,,23332764,Ets Domain Family,,"ELK3, ETS-domain protein (SRF accessory protein 2)",Homo Sapiens,293FT,2004,ELK3,,NM_005230,,,,,,,,,,,,,"[[[0.605, 0.079, 0.193, 0.123], [0.096, 0.798, 0.079, 0.027], [0.050, 0.930, 0.010, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.946, 0.034], [0.970, 0.010, 0.010, 0.010], [0.840, 0.016, 0.010, 0.134], [0.164, 0.081, 0.736, 0.019], [0.050, 0.160, 0.055, 0.735], [0.348, 0.142, 0.290, 0.220]]]"
